statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
2414,https://modernslaveryregister.gov.au/statements/2414/,2021-04-23 10:36:03,['Mercury NZ limited'],1BN+,"['Utilities: gas, water and electricity']",['New Zealand']
2417,https://modernslaveryregister.gov.au/statements/2417/,2021-04-23 10:36:43,['CITY CHIC COLLECTIVE LIMITED (43 057 569 169)'],150-200M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
2420,https://modernslaveryregister.gov.au/statements/2420/,2021-06-10 11:17:37,['AUSTRALIAN FINANCIAL COMPLAINTS AUTHORITY LIMITED (38 620 494 340)'],100-150M,"['Financial, insurance and real estate activities\nCharitable / not-for-profit activities']",['Australia']
2421,https://modernslaveryregister.gov.au/statements/2421/,2021-04-23 10:43:12,['THE LAW SOCIETY OF NEW SOUTH WALES (98 696 304 966)'],100-150M,"['Financial, insurance and real estate activities\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
2423,https://modernslaveryregister.gov.au/statements/2423/,2021-05-12 12:41:23,"['SUNPORK FRESH FOODS PTY LTD (24 135 230 545), SUNPORK PTY LTD (11 059 168 786)']",350-400M,"['Food and beverages, agriculture and fishing']",['Australia']
2427,https://modernslaveryregister.gov.au/statements/2427/,2021-04-23 11:58:29,['WHITEHAVEN COAL LIMITED (68 124 425 396)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
2432,https://modernslaveryregister.gov.au/statements/2432/,2021-04-23 11:59:17,['R.J. BEAUMONT & CO. PTY. LTD. (61 007 703 997)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
2434,https://modernslaveryregister.gov.au/statements/2434/,2021-04-23 10:37:06,"['Aurec Group Pty Ltd (73 147 561 028), AUREC PTY LTD (60 103 121 464), DIGBY MORGAN PTY LTD (55 125 434 166), HREXL Group Pty Ltd (26 143 956 781), HR Partners Pty Limited (54 124 424 022), RANDSTAD HOLDINGS PTY LIMITED (33 098 899 855), RANDSTAD PTY LIMITED (28 080 275 378)']",1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']","['Australia, Netherlands']"
2436,https://modernslaveryregister.gov.au/statements/2436/,2021-04-23 11:58:38,['FRIENDLY SOCIETY MEDICAL ASSOCIATION LIMITED (69 088 347 602)'],250-300M,['Healthcare and pharmaceuticals'],['Australia']
2437,https://modernslaveryregister.gov.au/statements/2437/,2021-04-23 10:37:17,['TEACHERS FEDERATION HEALTH LTD (86 097 030 414)'],700-800M,"['Financial, insurance and real estate activities\nHealthcare and pharmaceuticals\nCharitable / not-for-profit activities']",['Australia']
2439,https://modernslaveryregister.gov.au/statements/2439/,2021-04-23 10:37:44,"['REA GROUP LTD (54 068 349 066), REALESTATE.COM.AU PTY LIMITED (21 080 195 535)']",1BN+,"['Media, publishing, arts and entertainment']",['Australia']
2443,https://modernslaveryregister.gov.au/statements/2443/,2021-04-23 10:37:29,['OPTEON GROUP HOLDINGS LIMITED (20 616 574 755)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
2445,https://modernslaveryregister.gov.au/statements/2445/,2021-04-23 10:38:19,"['GOODSTONE INTERNATIONAL PTY LTD (36 070 661 460), INTEGRATED PACKAGING GROUP PTY LTD (89 132 697 664), PRO-PAC GROUP PTY LIMITED (50 095 393 776), PRO-PAC INDUSTRIAL GROUP PTY LIMITED (32 104 805 361), PRO-PAC PACKAGING (AUST) PTY. LIMITED (12 059 499 660), PRO-PAC PACKAGING LIMITED (36 112 971 874)']",1BN+,"['Forestry, timber products, paper and containers and packaging\nOther']",['Australia']
2449,https://modernslaveryregister.gov.au/statements/2449/,2021-04-27 09:42:50,['UNILEVER AUSTRALIA GROUP PTY LTD (13 614 413 179)'],1BN+,"['Food and beverages, agriculture and fishing\nCosmetics and toiletries']",['Australia']
2450,https://modernslaveryregister.gov.au/statements/2450/,2021-04-23 10:41:04,['MEAT & LIVESTOCK AUSTRALIA LIMITED (39 081 678 364)'],250-300M,['Charitable / not-for-profit activities'],['Australia']
2451,https://modernslaveryregister.gov.au/statements/2451/,2021-04-23 10:41:49,['E & A LIMITED (22 088 588 425)'],150-200M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['Australia']
2455,https://modernslaveryregister.gov.au/statements/2455/,2021-04-23 11:59:25,['BECON CONSTRUCTIONS (AUSTRALIA) PTY. LTD. (78 092 361 165)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
2461,https://modernslaveryregister.gov.au/statements/2461/,2021-04-23 10:41:26,['C S ENERGY LIMITED (54 078 848 745)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
2464,https://modernslaveryregister.gov.au/statements/2464/,2021-04-23 10:38:37,['DUSK GROUP LIMITED (38 603 018 131)'],100-150M,['Other'],['Australia']
2465,https://modernslaveryregister.gov.au/statements/2465/,2021-04-23 10:38:59,['NBN CO LIMITED (86 136 533 741)'],1BN+,['Information technology and telecommunication'],['Australia']
2466,https://modernslaveryregister.gov.au/statements/2466/,2021-04-23 10:38:45,['ARB CORPORATION LIMITED (31 006 708 756)'],450-500M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
2467,https://modernslaveryregister.gov.au/statements/2467/,2021-04-27 10:06:54,['APM HUMAN SERVICES INTERNATIONAL PTY LTD (38 639 621 766)'],700-800M,"['Professional and administrative services and supplies, including legal, consulting and accounting services\nEducation and research\nHealthcare and pharmaceuticals\nOther']",['Australia']
2470,https://modernslaveryregister.gov.au/statements/2470/,2021-05-12 12:34:55,['Tassal Group Limited (15 106 067 270)'],500-600M,"['Food and beverages, agriculture and fishing']",['Australia']
2471,https://modernslaveryregister.gov.au/statements/2471/,2021-04-23 10:40:38,['PWA HOLDINGS ONE PTY LTD (57 615 674 185)'],1BN+,"['Automotive, machinery and heavy electrical equipment']",['Australia']
2473,https://modernslaveryregister.gov.au/statements/2473/,2021-04-23 10:41:38,['CARSALES.COM LIMITED (91 074 444 018)'],350-400M,"['Automotive, machinery and heavy electrical equipment\nInformation technology and telecommunication']",['Australia']
2475,https://modernslaveryregister.gov.au/statements/2475/,2021-04-23 10:42:31,['APPLE PTY LIMITED (46 002 510 054)'],1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nInformation technology and telecommunication']",['Australia']
2478,https://modernslaveryregister.gov.au/statements/2478/,2021-04-23 10:44:11,"['JACOBS AUSTRALIA PTY LIMITED (12 079 749 287), JACOBS GROUP INVESTMENTS AUSTRALIA PTY LTD (15 008 817 061)']",800-900M,"['Construction, civil engineering and building products']",['Australia']
2479,https://modernslaveryregister.gov.au/statements/2479/,2021-04-27 09:44:47,"['AUSTRALIAN MUD COMPANY PTY LTD (56 009 283 416), Flexit Australia Pty Ltd (26 125 368 005), IMDEX INTERNATIONAL PTY LTD (90 120 543 900), IMDEX LTD (78 008 947 813), Imdex Nominees Pty Ltd, Reflex Instruments Asia Pacific Pty Ltd (68 124 204 191)']",250-300M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
2481,https://modernslaveryregister.gov.au/statements/2481/,2021-04-23 11:59:34,['PENTAL LIMITED (29 091 035 353)'],150-200M,['Other'],['Australia']
2483,https://modernslaveryregister.gov.au/statements/2483/,2021-04-23 11:59:43,"['SILVER LAKE (DEFLECTOR) PTY LTD (72 101 224 999), Silver Lake Resources Limited (38 108 779 782)']",500-600M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
2485,https://modernslaveryregister.gov.au/statements/2485/,2021-09-24 11:01:12,['PROTECH GROUP (AUST) PTY LTD (38 163 904 694)'],250-300M,['Other'],['Australia']
2488,https://modernslaveryregister.gov.au/statements/2488/,2021-04-23 10:42:22,"['CREDIT CORP FINANCIAL SERVICES PTY LIMITED (39 146 525 706), CREDIT CORP GROUP LIMITED (33 092 697 151), CREDIT CORP SERVICES PTY LIMITED (95 082 928 872)']",600-700M,"['Financial, insurance and real estate activities']",['Australia']
2491,https://modernslaveryregister.gov.au/statements/2491/,2021-04-23 11:59:52,['SIEMENS GAMESA RENEWABLE ENERGY PTY LTD (90 614 784 575)'],450-500M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
2492,https://modernslaveryregister.gov.au/statements/2492/,2021-04-23 10:42:41,['AGED CARE & HOUSING GROUP INC (99 437 071 895)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
2494,https://modernslaveryregister.gov.au/statements/2494/,2021-04-23 10:43:03,['BARU BARU PTY LTD. (81 635 399 861)'],0-99M,"['Food and beverages, agriculture and fishing']",['Australia']
2497,https://modernslaveryregister.gov.au/statements/2497/,2021-05-18 11:32:38,['THE TRUSTEE FOR MFS GLOBAL EQUITY TRUST (70 132 291 607)'],100-150M,"['Financial, insurance and real estate activities']","['Australia, United States of America']"
2499,https://modernslaveryregister.gov.au/statements/2499/,2021-05-18 11:39:54,['THE TRUSTEE FOR ORBIS GLOBAL EQUITY FUND (AUSTRALIA REGISTERED) (59 066 102 705)'],200-250M,"['Financial, insurance and real estate activities']",['Australia']
2501,https://modernslaveryregister.gov.au/statements/2501/,2021-04-23 12:00:02,['CONTACT ENERGY LIMITED (68 080 480 477)'],1BN+,"['Utilities: gas, water and electricity']",['New Zealand']
2502,https://modernslaveryregister.gov.au/statements/2502/,2022-03-03 09:36:04,"['WILSON HEALTH PTY LTD (69 088 192 956), WILSON PARKING AUSTRALIA 1992 PTY LTD (67 052 475 911), WILSON SECURITY PTY LTD (90 127 406 295), WILSON STORAGE PTY LTD (12 601 060 244)']",1BN+,"['Transportation, logistics, and storage\nCleaning and security services\nOther']",['Australia']
2503,https://modernslaveryregister.gov.au/statements/2503/,2021-04-23 12:00:17,['REECE LIMITED (49 004 313 133)'],1BN+,"['Construction, civil engineering and building products']",['Australia']
2504,https://modernslaveryregister.gov.au/statements/2504/,2021-04-23 10:47:59,"['MAGELLAN ASSET MANAGEMENT LIMITED (31 120 593 946), MAGELLAN FINANCIAL GROUP LTD (59 108 437 592), The Trustee for Magellan Global Equities Fund (79 504 165 245), The Trustee for Magellan Global Fund (18 387 878 844), The Trustee for Magellan Global Trust (44 740 925 809)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
2511,https://modernslaveryregister.gov.au/statements/2511/,2021-05-12 13:40:24,['PROPERTY EXCHANGE AUSTRALIA LIMITED (92 140 677 792)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
2515,https://modernslaveryregister.gov.au/statements/2515/,2021-04-23 10:43:37,"['The Trustee for AS Infrastructure WestConnex (Holding) Trust (96 789 213 059), The Trustee for AUSTRALIANSUPER (65 714 394 898)']",800-900M,"['Financial, insurance and real estate activities']",['Australia']
2517,https://modernslaveryregister.gov.au/statements/2517/,2021-06-10 11:18:01,['LIBERTY INFRABUILD LTD (24 631 112 108)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
2519,https://modernslaveryregister.gov.au/statements/2519/,2021-04-27 10:07:16,"['FRASERS PROPERTY AUSTRALIA PTY LIMITED (89 600 448 726), FRASERS PROPERTY INDUSTRIAL AUSTRALIA PTY LIMITED (22 107 356 454), The Trustee for FLT Australia Trust (73 542 867 051)']",1BN+,"['Financial, insurance and real estate activities']","['Australia, Singapore']"
2521,https://modernslaveryregister.gov.au/statements/2521/,2021-04-23 10:43:51,['HORTICULTURE INNOVATION AUSTRALIA LIMITED (71 602 100 149)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
2526,https://modernslaveryregister.gov.au/statements/2526/,2021-04-23 10:44:34,"['BONNEY ENERGY GROUP PTY LTD (24 053 113 992), BONNEY ENERGY VICTORIA PTY LTD (42 155 003 973)']",300-350M,"['Transportation, logistics, and storage']",['Australia']
2532,https://modernslaveryregister.gov.au/statements/2532/,2021-04-23 12:00:36,['ALLOYS COMPUTER UNIT TRUST (71 534 566 842)'],100-150M,"['Transportation, logistics, and storage\nOther']",['Australia']
2534,https://modernslaveryregister.gov.au/statements/2534/,2021-04-23 12:00:45,['BOOKTOPIA GROUP LIMITED (14 612 421 388)'],150-200M,['Other'],['Australia']
2537,https://modernslaveryregister.gov.au/statements/2537/,2021-04-27 09:43:34,['BANK AUSTRALIA LIMITED (21 087 651 607)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
2539,https://modernslaveryregister.gov.au/statements/2539/,2021-04-23 10:45:02,['PRIME MEDIA GROUP LIMITED (97 000 764 867)'],150-200M,"['Media, publishing, arts and entertainment']",['Australia']
2540,https://modernslaveryregister.gov.au/statements/2540/,2021-05-12 12:44:29,"['ZIP CO LIMITED (50 139 546 428), ZIPMONEY PAYMENTS PTY LTD (58 164 440 993)']",100-150M,"['Financial, insurance and real estate activities']",['Australia']
2542,https://modernslaveryregister.gov.au/statements/2542/,2021-05-12 13:41:48,"['CONV AUSTRALIA HOLDING PTY LTD (98 620 359 382), NEPEAN NO1 PTY LTD (15 606 791 931), RONALD E. GRAHAM (HOLDINGS) PTY LTD (11 000 363 477)']",350-400M,"['Mining, metals, chemicals and resources (including oil and gas)\nAutomotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products']",['Australia']
2545,https://modernslaveryregister.gov.au/statements/2545/,2021-04-23 10:45:26,['HOST-PLUS PTY. LIMITED (79 008 634 704)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
2550,https://modernslaveryregister.gov.au/statements/2550/,2021-04-23 10:47:50,['SNOWY HYDRO LIMITED (17 090 574 431)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
2551,https://modernslaveryregister.gov.au/statements/2551/,2021-05-12 12:31:55,"['BARDELO PTY LTD (58 161 992 310), EFM LOGISTICS PTY LTD (34 144 895 607), EFM LOGISTICS SERVICES GROUP PTY LTD (35 144 724 685), EFM WAREHOUSING PTY LTD (84 144 895 885), FLIP GROUP TECHNOLOGIES PTY LTD (53 607 246 042), FREIGHT MANAGEMENT HOLDINGS PTY. LTD. (14 144 724 532)']",250-300M,"['Transportation, logistics, and storage\nInformation technology and telecommunication']",['Australia']
2555,https://modernslaveryregister.gov.au/statements/2555/,2021-04-23 10:45:40,"['CNW PTY LTD (48 009 669 836), SAMIOS PLUMBING PTY LTD (91 010 360 899), SHERRIFF ELECTRICAL PTY LTD (63 010 059 837)']",800-900M,"['Construction, civil engineering and building products']",['Australia']
2556,https://modernslaveryregister.gov.au/statements/2556/,2021-04-27 09:54:05,['SHAVER SHOP GROUP LIMITED (78 150 747 649)'],150-200M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
2557,https://modernslaveryregister.gov.au/statements/2557/,2021-04-23 12:00:53,['HERTZ AUSTRALIA PTY. LIMITED (31 004 407 087)'],400-450M,"['Transportation, logistics, and storage\nConsumer services, including accommodation, hospitality, tourism and leisure']","['Australia, United States of America']"
2560,https://modernslaveryregister.gov.au/statements/2560/,2021-04-23 12:01:02,['MEDICAL INDEMNITY PROTECTION SOCIETY LIMITED (64 007 067 281)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
2562,https://modernslaveryregister.gov.au/statements/2562/,2021-04-23 10:45:51,"['GOURMET FOOD FINANCE PTY LTD (30 626 971 971), Gourmet Food Holdings Pty Ltd (20 626 971 962), GOURMET FOOD OPERATIONS PTY LTD (32 626 971 980), MaxFoods Pty Ltd (53 137 612 081)']",500-600M,"['Food and beverages, agriculture and fishing']",['Australia']
2563,https://modernslaveryregister.gov.au/statements/2563/,2021-05-12 12:23:19,"['PRICEWATERHOUSECOOPERS (52 780 433 757), PRICEWATERHOUSECOOPERS ASEANZ CONSULTING PTY LIMITED (77 606 603 436), PRICEWATERHOUSECOOPERS CONSULTING (AUSTRALIA) PTY LIMITED (20 607 773 295), PRICEWATERHOUSECOOPERS SECURITIES LTD (54 003 311 617), The Trustee for THE PRICEWATERHOUSECOOPERS SERVICES TRUST (52 864 604 756)']",1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
2565,https://modernslaveryregister.gov.au/statements/2565/,2021-04-23 10:46:27,"['ARIA Co Pty Ltd (49 123 399 057), ARIA INVESTMENTS TRUST (51 484 956 137), COMMONWEALTH SUPERANNUATION CORPORATION (48 882 817 243), CSS FUND (19 415 776 361), MILITARY SUPERANNUATION AND BENEFITS SCHEME (50 925 523 120), The Trustee for ARIA Alternative Assets Trust (84 599 839 363), The Trustee for ARIA PROPERTY FUND (44 682 603 202), The Trustee for AUSTRALIAN DEFENCE FORCE SUPERANNUATION SCHEME (90 302 247 344), The Trustee for COMBINED INVESTMENTS FUND (88 991 028 460), The Trustee for CSS INTERNATIONAL INVESTMENTS FUND (77 190 699 383), The trustee for PSS/CSS A Property Trust (53 508 925 207), The trustee for PSS/CSS B Property Trust (12 347 651 690), THE TRUSTEE FOR PSS FUND (74 172 177 893), The Trustee for PSS INTERNATIONAL INVESTMENTS FUND (65 440 705 775), THE TRUSTEE FOR PUBLIC SECTOR SUPERANNUATION ACCUMULATION PLAN (65 127 917 725)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
